Compactness,Roundness,SF3,area,centroid-0,centroid-1,eccentricity,equivalent_diameter,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,solidity,grade
0.636577,0.532813,0.795525,33860,262.8373,350.0779,0.860537,207.634,110.8373,135.0779,326.1726,166.1483,1.362851,893.6367,0.812965,210
0.625279,0.532825,0.782785,33528,367.2551,363.0715,0.866334,206.6136,132.2551,150.0715,330.4341,165.0405,-1.16978,889.2346,0.798324,210
0.670841,0.543991,0.806961,34569,294.8747,299.8528,0.830055,209.7966,153.8747,100.8528,312.7368,174.4076,0.551521,893.6194,0.809029,210
0.684428,0.545822,0.801768,46434,191.1337,346.0685,0.811566,243.1493,101.1337,165.0685,355.2593,207.5641,-1.54731,1033.945,0.827701,210
0.633763,0.513956,0.761812,38324,267.3557,355.5596,0.849718,220.8973,101.3557,127.5596,348.5487,183.7678,-1.02208,968.0042,0.779894,210
0.630769,0.568711,0.841052,34862,154.9157,337.4901,0.881029,210.6838,81.91572,145.4901,334.0111,158.0078,-1.39266,877.6783,0.838977,210
0.668399,0.549848,0.792688,32430,322.1382,300.6768,0.826049,203.2023,137.1382,88.67678,304.0135,171.3414,0.399872,860.9087,0.805054,210
0.663231,0.555549,0.802046,40173,210.7579,354.7294,0.836189,226.1633,95.75792,148.7294,341.0023,187.02,1.534508,953.259,0.832153,210
0.670445,0.516035,0.807927,37374,271.3459,370.5219,0.830943,218.1423,136.3459,145.5219,325.3694,181.0218,-1.08767,954.0042,0.797584,210
0.632526,0.526806,0.780126,34932,167.0108,330.9644,0.858477,210.8952,88.01076,131.9644,333.4173,170.994,-1.22409,912.8326,0.810826,210
0.626793,0.540322,0.808707,33041,171.496,340.4466,0.87407,205.1076,116.496,147.4466,327.2332,158.9698,-1.26735,876.6072,0.812557,210
0.686123,0.399192,0.862904,33154,270.4983,315.5503,0.838073,205.458,129.4983,112.5503,299.4478,163.3663,0.336055,1021.602,0.846154,210
0.719541,0.613865,0.853123,43730,306.9384,332.8898,0.794798,235.9635,158.9384,107.8898,327.9363,199.0162,0.368478,946.1463,0.864981,210
0.678505,0.548892,0.809534,33624,333.7315,383.6498,0.822556,206.9092,90.73153,124.6498,304.9488,173.4193,-1.21435,877.3768,0.83094,210
0.681249,0.577101,0.826736,31442,219.2071,296.1884,0.827569,200.083,124.2071,83.18844,293.7004,164.8727,-0.19841,827.4356,0.836046,210
0.659349,0.601632,0.871495,36807,205.0599,331.2378,0.866691,216.4812,109.0599,170.2378,328.3256,163.7837,-1.30446,876.8082,0.874047,210
0.657577,0.535018,0.772744,36910,208.5086,303.8371,0.828781,216.7839,122.5086,97.83714,329.671,184.475,-0.46919,931.0925,0.803859,210
0.612298,0.460848,0.818275,31775,372.4473,357.6325,0.888864,201.1397,86.4473,162.6325,328.4996,150.5087,-1.50771,930.8265,0.805797,210
0.66383,0.565076,0.813898,32327,263.6776,311.7462,0.840744,202.8793,132.6776,112.7462,305.6193,165.4721,0.971697,847.8793,0.823366,210
0.686979,0.592239,0.843622,35778,317.1709,312.9084,0.828884,213.4337,104.1709,111.9084,310.6847,173.8036,-0.86308,871.2935,0.848725,210
0.6621,0.581849,0.832948,36117,316.9337,342.743,0.850302,214.4425,164.9337,112.743,323.8823,170.4578,-0.30068,883.193,0.832765,210
0.64597,0.501979,0.743058,38890,181.8678,369.6338,0.827431,222.5226,93.86776,167.6338,344.478,193.4478,1.358579,986.6905,0.78488,210
0.667266,0.576763,0.842392,39752,288.3648,335.3396,0.848904,224.9752,145.3648,131.3396,337.1595,178.2049,1.090303,930.6488,0.818835,210
0.674587,0.591648,0.838009,39421,278.1603,330.1469,0.83971,224.0366,145.1603,117.1469,332.1091,180.3467,0.795488,915.0336,0.850067,210
0.651715,0.548429,0.859127,34419,276.6688,374.9252,0.869248,209.3409,81.66876,144.9252,321.2157,158.8014,-1.56299,888.0631,0.849202,210
0.668173,0.571561,0.838297,39088,173.3462,334.8213,0.846383,223.0883,105.3462,146.8213,333.8779,177.8148,1.075543,927.0336,0.844781,210
0.708886,0.648515,0.902866,36695,204.6958,277.4,0.830792,216.1516,131.6958,92.4,304.9173,169.7116,-0.28803,843.2346,0.896991,210
0.66519,0.535557,0.882967,37280,165.1875,329.4586,0.865374,217.8678,89.1875,155.4586,327.5271,164.1324,-1.47109,935.2763,0.867946,210
0.724326,0.639407,0.882744,37677,193.0471,303.2047,0.804215,219.0248,123.0471,125.2047,302.3842,179.7185,0.432216,860.5067,0.882986,210
0.640328,0.579292,0.836227,33756,357.6351,376.5535,0.871542,207.3149,82.63506,142.5535,323.7638,158.7481,-1.47828,855.7199,0.845443,210
0.642368,0.54145,0.804887,36223,210.2422,350.9327,0.858589,214.757,86.24222,151.9327,334.3208,171.3942,1.406071,916.8915,0.816422,210
0.653268,0.539891,0.780084,34107,314.8085,300.4598,0.837088,208.39,146.8085,90.45979,318.996,174.5127,0.370741,890.992,0.794739,210
0.645623,0.54848,0.820302,36091,182.3276,338.4678,0.861274,214.3653,82.32764,138.4678,332.0287,168.7174,-1.3988,909.3351,0.833973,210
0.707635,0.583753,0.842708,38696,292.1118,314.3287,0.804308,221.9668,133.1118,112.3287,313.674,186.3891,0.156485,912.6905,0.831636,210
0.676854,0.526125,0.797469,35156,328.7921,332.1788,0.818517,211.5703,140.7921,108.1788,312.5788,179.571,0.734175,916.3473,0.817277,210
0.645969,0.52926,0.773634,32116,241.0156,344.9769,0.842068,202.2161,106.0156,139.9769,313.0429,168.8466,0.750091,873.2346,0.813784,210
0.661697,0.614005,0.87381,34286,305.5741,308.5605,0.865404,208.9361,140.5741,86.56049,315.7577,158.2181,-0.26118,837.6783,0.87834,210
0.658157,0.519381,0.809422,33114,264.2049,350.8311,0.844751,205.334,107.2049,147.8311,311.9834,166.9611,0.774982,895.0925,0.805909,210
0.637816,0.551277,0.824464,34975,321.6948,392.6179,0.86979,211.025,81.69484,152.6179,330.8558,163.2515,1.531851,892.8915,0.830997,210
0.670048,0.557828,0.833139,32822,333.9038,371.5745,0.842381,204.4267,87.90378,124.5745,305.0928,164.409,-1.24496,859.8793,0.84473,210
0.658009,0.563962,0.829346,40876,209.4999,321.886,0.852903,228.1336,132.4999,137.886,346.7028,181.0028,0.377345,954.3646,0.848825,210
0.662397,0.598737,0.838703,32996,269.1001,333.6678,0.852239,204.9678,113.1001,126.6678,309.4334,161.8811,0.558248,832.1808,0.843564,210
0.668921,0.575561,0.838518,31938,252.8527,345.3678,0.845721,201.655,84.85265,122.3678,301.4631,160.8686,-1.25378,835.0509,0.835242,210
0.640178,0.534731,0.803111,33174,329.7144,306.275,0.859996,205.5199,137.7144,101.275,321.0355,163.8247,0.663398,882.9504,0.796074,210
0.666758,0.613697,0.871369,36482,352.8291,350.6077,0.86006,215.5234,79.82915,152.6077,323.2407,164.9151,1.535055,864.3057,0.889805,210
0.635814,0.516174,0.827024,38361,227.7266,334.7072,0.872389,221.0039,97.7266,165.7072,347.5921,169.9074,-1.54986,966.389,0.824755,210
0.664473,0.561061,0.810462,32096,308.3138,296.178,0.838578,202.1532,134.3138,85.178,304.2307,165.7392,-0.18578,847.862,0.829118,210
0.679964,0.544169,0.794735,35558,212.0476,325.5612,0.813355,212.7765,99.04756,159.5612,312.9234,182.0486,0.972333,906.1636,0.802139,210
0.640883,0.622148,0.888879,35784,184.2656,342.7481,0.88684,213.4516,103.2656,147.7481,333.0587,153.8989,1.002117,850.1636,0.882662,210
0.654443,0.518648,0.789073,36081,276.1661,298.8505,0.839873,214.3356,129.1661,93.85048,327.5085,177.7661,-0.38169,934.992,0.798323,210
0.623103,0.547096,0.815802,30653,323.2045,371.3783,0.879488,197.5566,83.20448,147.3783,317.0527,150.8923,1.19728,839.0925,0.813206,210
0.632839,0.461832,0.803631,30526,423.0182,361.6963,0.866979,197.1469,87.01821,142.6963,311.528,155.2482,1.523318,911.3768,0.81197,210
0.640188,0.543232,0.797731,37677,259.6304,348.8979,0.857935,219.0248,154.6304,132.8979,342.1258,175.7697,-0.35581,933.5778,0.808519,210
0.654673,0.552283,0.800145,36267,347.4855,376.8592,0.844441,214.8874,144.4855,151.8592,328.2363,175.8193,-0.97453,908.4062,0.810961,210
0.686107,0.589364,0.834936,37101,269.3748,353.1568,0.825906,217.3441,100.3748,142.1568,316.7786,178.6021,-1.48524,889.4184,0.843972,210
0.652038,0.525261,0.806379,34928,199.2732,340.0799,0.849718,210.8832,83.27316,146.0799,323.4216,170.5201,1.516398,914.1219,0.821005,210
0.661156,0.555413,0.812349,32720,355.7837,353.106,0.842879,204.1088,117.7837,160.106,308.7148,166.1206,-1.17508,860.4062,0.811025,210
0.613406,0.423946,0.815283,31586,364.5119,345.2577,0.887131,200.5406,77.51187,150.2577,326.9296,150.8837,1.537516,967.6022,0.831867,210
0.631157,0.559832,0.806711,35181,157.8547,331.6136,0.869572,211.6456,87.85469,148.6136,335.3294,165.588,1.51865,888.6488,0.831663,210
0.688691,0.557346,0.821015,33129,334.6115,310.3675,0.816254,205.3805,140.6115,97.36753,298.2187,172.279,0.567946,864.2641,0.831906,210
0.634607,0.570782,0.828642,33227,266.4166,318.4687,0.873955,205.6841,126.4166,122.4687,324.1127,157.521,1.044894,855.2935,0.828005,210
0.691858,0.549745,0.848233,36532,189.9234,340.7032,0.825562,215.671,101.9234,166.7032,311.7273,175.9112,0.88068,913.8204,0.849799,210
0.619467,0.510967,0.784419,29724,314.4463,380.6143,0.872171,194.5399,126.4463,145.6143,314.0441,153.631,-1.1313,854.992,0.791669,210
0.685554,0.546138,0.829818,35964,239.3104,310.5641,0.824151,213.9878,145.3104,97.56409,312.1386,176.786,0.501039,909.6783,0.832886,210
0.672179,0.582168,0.839351,35271,319.8289,371.4414,0.842752,211.9161,85.8289,139.4414,315.2675,169.7092,1.556697,872.5483,0.828327,210
0.641954,0.559756,0.813143,37527,207.6324,372.0527,0.862061,218.5883,138.6324,154.0527,340.5047,172.5694,-1.11396,917.862,0.811763,210
0.62626,0.535388,0.786546,32783,359.816,397.8209,0.866811,204.3052,113.816,147.8209,326.2308,162.6708,-1.24846,877.193,0.800425,210
0.643016,0.527919,0.78988,33838,173.1664,335.7676,0.852051,207.5666,90.16635,138.7676,322.8014,168.9733,-1.57018,897.4773,0.803848,210
0.656738,0.559887,0.82821,34980,339.0622,383.9195,0.853698,211.0401,138.0622,139.9195,321.3457,167.3465,-0.97563,886.0631,0.838346,210
0.696446,0.605098,0.860942,32234,331.7274,344.1664,0.826198,202.5873,136.7274,128.1664,290.8874,163.8799,-0.86067,818.1808,0.860239,210
0.681216,0.599572,0.834704,38206,350.7939,366.4709,0.831215,220.557,153.7939,150.4709,323.7696,180.0002,-0.85181,894.8499,0.839489,210
0.679443,0.552526,0.857673,33697,294.246,310.9967,0.842785,207.1337,115.246,96.99674,304.858,164.09,-0.59718,875.4356,0.834725,210
0.663897,0.571239,0.830015,35634,211.9495,343.3515,0.847356,213.0038,125.9495,160.3515,320.8387,170.3734,-1.05132,885.3768,0.828197,210
0.636486,0.592055,0.856449,36966,351.6567,365.2117,0.881054,216.9483,99.65668,145.2117,340.8532,161.2291,1.415913,885.7788,0.861578,210
0.663626,0.591777,0.843703,35530,282.8131,299.7347,0.852955,212.6927,151.8131,84.7347,320.501,167.2964,0.041045,868.6072,0.832494,210
0.64472,0.526491,0.807778,38400,174.9481,341.7801,0.857444,221.1163,90.94813,154.7801,342.9647,176.4817,1.458283,957.3595,0.828157,210
0.649586,0.560968,0.805284,41070,350.1828,376.0116,0.851724,228.6743,92.18283,156.0116,352.0309,184.4611,1.563334,959.1758,0.821055,210
0.697533,0.595822,0.821603,38654,186.191,352.1158,0.805791,221.8463,99.19103,163.1158,318.044,188.3455,0.955616,902.9087,0.833276,210
0.678681,0.597479,0.84773,36259,300.6099,306.1771,0.83951,214.8637,148.6099,98.17711,316.5898,172.0171,0.467436,873.2763,0.835326,210
0.668021,0.561275,0.802672,34982,282.3674,293.7406,0.83121,211.0461,152.3674,95.74058,315.9275,175.6424,0.497067,884.992,0.820519,210
0.668737,0.595686,0.851152,36316,351.489,354.3723,0.850846,215.0325,121.489,159.3723,321.5503,168.9476,-1.15245,875.2763,0.857237,210
0.664488,0.528436,0.792725,40625,349.9003,388.8992,0.830515,227.4321,136.9003,172.8992,342.2666,190.6411,-1.21619,982.8915,0.817437,210
0.616673,0.495586,0.746974,33839,195.5396,318.0347,0.860707,207.5696,121.5396,135.0347,336.596,171.3615,0.578103,926.3057,0.77575,210
0.66605,0.555774,0.798685,34522,219.7651,291.4992,0.831555,209.6539,140.7651,94.49922,314.7719,174.8375,0.450642,883.4945,0.804071,210
0.654098,0.53057,0.782069,34201,343.1179,368.4813,0.837089,208.6769,158.1179,139.4813,319.0303,174.5307,-0.60062,900.0214,0.798865,210
0.687192,0.593488,0.87166,38843,304.7471,320.7763,0.840531,222.388,135.7471,125.7763,323.6185,175.3245,0.395485,906.8915,0.866973,210
0.63792,0.514179,0.754079,35863,228.6446,353.4879,0.841887,213.6871,87.64465,145.4879,334.975,180.7704,1.502581,936.2052,0.779105,210
0.684051,0.499389,0.846393,32874,250.0423,345.6867,0.833283,204.5886,86.04225,136.6867,299.0836,165.3476,-1.48388,909.5189,0.845329,210
0.66924,0.553841,0.795166,37399,358.5676,311.4117,0.826282,218.2152,90.56758,142.4117,326.0642,183.6577,-1.48819,921.1758,0.805076,210
0.656191,0.584612,0.839065,34966,163.7615,325.938,0.858285,210.9979,83.76154,134.938,321.5494,165.0108,-1.37474,866.9504,0.840246,210
0.664986,0.526991,0.813386,35273,402.3907,343.2183,0.839305,211.9221,95.3907,122.2183,318.6866,173.2575,-1.10072,917.1169,0.82816,210
0.651375,0.539632,0.796129,33319,179.4798,322.1628,0.846153,205.9686,95.47985,139.1628,316.2061,168.5188,1.503507,880.8499,0.824258,210
0.622339,0.462556,0.729144,34536,175.3101,329.4253,0.84726,209.6964,96.31014,122.4253,336.949,178.9799,-1.04853,968.6316,0.774315,210
0.640347,0.543182,0.80334,27919,356.953,365.7011,0.859923,188.5406,90.95301,123.7011,294.435,150.2869,1.42058,803.6783,0.798553,210
0.657105,0.572742,0.839453,36607,346.5045,371.7486,0.85757,215.8923,91.50447,167.7486,328.5508,168.9957,1.210057,896.2052,0.838629,210
0.66411,0.535395,0.785094,34616,309.7044,361.9879,0.827294,209.9392,101.7044,152.9879,316.1211,177.5872,-1.49153,901.3768,0.80364,210
0.648142,0.562341,0.823148,30017,371.6933,364.4179,0.859971,195.4964,114.6933,140.4179,301.6259,153.9328,-1.14996,819.0092,0.8253,210
0.67207,0.621551,0.868734,37151,238.0455,296.1345,0.854211,217.4905,133.0455,87.13445,323.6128,168.255,-0.22496,866.6661,0.856586,210
0.611626,0.50986,0.759165,33871,213.7495,339.4514,0.870165,207.6678,96.74955,146.4514,339.5336,167.309,-1.49771,913.6783,0.785979,210
0.611327,0.517701,0.780362,33310,195.0655,329.0276,0.877866,205.9408,95.06548,143.0276,336.8748,161.3318,1.469223,899.193,0.796623,210
0.629465,0.49272,0.861627,33095,381.4157,378.2512,0.887992,205.2751,139.4157,142.2512,326.1102,149.9646,-0.90093,918.726,0.835965,210
0.642014,0.491847,0.791942,36989,173.4084,332.2209,0.853881,217.0158,93.40845,142.2209,338.0237,175.9308,-1.26295,972.1341,0.797142,210
0.67174,0.547734,0.837038,31244,171.0393,347.6534,0.842252,199.452,81.03927,150.6534,296.9186,160.0642,1.4003,846.6488,0.837057,210
0.669445,0.54802,0.823551,34921,222.6621,342.6618,0.838971,210.862,87.66207,124.6618,314.9802,171.4049,-1.24051,894.8499,0.834552,210
0.665939,0.484727,0.830833,35093,331.5623,353.5662,0.845629,211.3807,91.56233,125.5662,317.4174,169.4284,-1.1538,953.8204,0.83384,210
0.660242,0.523377,0.776989,34372,356.9395,350.0452,0.827791,209.198,128.9395,160.0452,316.8504,177.7648,-1.10968,908.4478,0.806968,210
0.671774,0.583373,0.840641,31043,300.2448,300.7105,0.843691,198.8094,145.2448,88.71047,295.947,158.8727,0.493597,817.7372,0.831516,210
0.663717,0.556823,0.813822,34368,294.9612,322.5866,0.840831,209.1858,146.9612,87.58656,315.1734,170.6026,0.270177,880.6905,0.81852,210
0.653239,0.559064,0.812778,40681,357.127,389.3238,0.851092,227.5888,103.127,153.3238,348.4004,182.9158,1.506005,956.2468,0.827573,210
0.67101,0.544487,0.803757,42844,328.7069,323.4325,0.828366,233.5609,133.7069,140.4325,348.0734,194.9864,1.196369,994.389,0.834548,210
0.687752,0.546838,0.830318,37701,191.9084,330.0427,0.821877,219.0945,117.9084,140.0427,318.5661,181.4759,0.68513,930.791,0.813468,210
0.651955,0.442739,0.823177,34305,177.4047,350.4349,0.856379,208.994,97.40472,156.4349,320.565,165.523,1.136352,986.7554,0.81665,210
0.634024,0.558395,0.805187,28334,355.7182,370.7498,0.86646,189.9368,78.71822,147.7498,299.5732,149.5609,1.262889,798.524,0.822563,210
0.68426,0.618492,0.862077,38659,324.7502,337.5952,0.839655,221.8607,89.75023,140.5952,324.2347,176.0982,-1.51177,886.2641,0.866289,210
0.660073,0.577513,0.83375,31317,363.7521,350.0482,0.852593,199.6849,115.7521,141.0482,302.5191,158.089,-1.2076,825.4945,0.841222,210
0.691474,0.48843,0.776597,39065,180.0115,324.0962,0.787994,223.0227,106.0115,148.0962,322.532,198.5773,-1.45056,1002.531,0.794505,210
0.633464,0.557614,0.83268,31618,378.4219,367.337,0.876221,200.6422,78.42191,142.337,316.738,152.6393,-1.43993,844.1219,0.840368,210
0.68785,0.544407,0.82281,35823,334.8001,351.5271,0.818134,213.5679,143.8001,145.5271,310.486,178.538,-0.6673,909.3351,0.832299,210
0.641264,0.540857,0.845583,37952,302.0256,336.5594,0.873783,219.8226,144.0256,121.5594,342.7957,166.7068,0.876516,939.0336,0.839312,210
0.678855,0.551129,0.799833,37012,224.4755,316.9405,0.817326,217.0833,107.4755,112.9405,319.7784,184.2486,-0.8719,918.6488,0.830704,210
0.670672,0.548982,0.810268,39814,196.403,354.2367,0.831766,225.1505,90.40305,146.2367,335.7089,186.3608,1.537036,954.6488,0.815443,210
0.646437,0.553997,0.809592,36118,247.0641,326.6044,0.85649,214.4455,141.0641,117.6044,331.7343,171.2291,0.856141,905.1341,0.817427,210
0.670422,0.556905,0.87389,35976,347.0265,337.5324,0.857594,214.0235,103.0265,135.5324,319.237,164.1925,1.321582,900.992,0.868734,210
0.639806,0.474457,0.858158,33796,196.9663,338.4688,0.878896,207.4377,83.96633,152.4688,324.2196,154.6569,1.527825,946.1047,0.847272,210
0.701544,0.620465,0.868058,37256,220.5379,293.4583,0.823738,217.7976,131.5379,106.4583,310.4548,176.0188,0.235852,868.6488,0.865855,210
0.715229,0.555371,0.799925,41322,329.0398,383.1791,0.76879,229.3748,156.0398,158.1791,320.701,205.0888,-0.71016,966.9504,0.816302,210
0.650574,0.559914,0.797644,33016,354.8641,374.7803,0.847609,205.0299,134.8641,146.7803,315.1525,167.2264,-0.94402,860.8082,0.823794,210
0.657046,0.579287,0.840259,36121,316.2312,336.2934,0.857922,214.4544,83.23122,142.2934,326.3919,167.6939,-1.50072,885.193,0.844304,210
0.67163,0.570712,0.822744,34636,331.0911,360.9176,0.836301,209.9998,104.0911,144.9176,312.6721,171.4289,-1.37972,873.2935,0.84166,210
0.62132,0.54649,0.786646,34918,293.5058,280.0662,0.871306,210.853,142.5058,88.06615,339.3631,166.5388,-0.21756,896.0631,0.790984,210
0.676399,0.621829,0.880713,33988,299.0954,357.699,0.854481,208.0261,100.0954,139.699,307.5495,159.7667,0.884055,828.7666,0.872449,210
0.647658,0.54805,0.788477,34414,162.8916,352.7098,0.846752,209.3257,88.89156,147.7098,323.2043,171.9408,1.349261,888.3057,0.801817,210
0.698958,0.618724,0.874604,36173,355.3367,375.2652,0.829446,214.6087,88.33669,134.2652,307.0408,171.509,-1.40791,857.1341,0.879779,210
0.683088,0.565458,0.8148,40983,330.8155,386.6071,0.819787,228.432,142.8155,152.6071,334.4106,191.5063,-1.08787,954.3473,0.82358,210
0.665943,0.551414,0.80773,35927,339.0523,367.2656,0.835793,213.8777,93.05233,124.2656,321.1653,176.3341,-1.19246,904.8499,0.828078,210
0.644783,0.542695,0.84457,35979,170.4841,358.6034,0.87045,214.0324,91.48414,151.6034,331.9447,163.4022,1.138828,912.7494,0.832058,210
0.666989,0.533903,0.817617,41555,344.3221,375.7775,0.839013,230.0206,137.3221,152.7775,344.8641,187.6444,-1.07898,988.9747,0.83017,210
0.678953,0.560594,0.810165,34677,317.5422,305.5252,0.822344,210.1241,148.5422,89.52525,309.4827,176.0928,0.160951,881.661,0.803638,210
0.65927,0.560106,0.832516,36347,293.229,305.5968,0.852898,215.1242,156.229,103.5968,326.3066,170.3572,0.652833,903.0336,0.837797,210
0.693137,0.594994,0.839359,35923,289.8173,313.6085,0.819983,213.8658,146.8173,91.60847,308.5476,176.609,0.135939,871.0336,0.850269,210
0.678682,0.606464,0.861274,38464,159.9601,347.9432,0.844978,221.3004,90.96012,166.9432,326.0736,174.3845,1.205394,892.7494,0.860069,210
0.349158,0.324035,0.265976,35345,313.1209,328.0165,0.88877,212.1383,152.1209,132.0165,607.5717,278.4831,1.470763,1170.774,0.294652,210
0.624318,0.56987,0.836359,34991,305.2214,327.5469,0.884766,211.0733,129.2214,119.5469,338.0862,157.5601,0.882642,878.4062,0.835008,210
0.647772,0.532952,0.823541,37919,365.5602,354.414,0.86046,219.727,97.56019,164.414,339.2041,172.8307,-1.52832,945.5605,0.82499,210
0.666793,0.542238,0.798054,37910,233.9625,305.4274,0.830431,219.701,149.9625,94.42738,329.4888,183.5654,0.164444,937.3179,0.825422,210
0.625869,0.520306,0.776151,35875,156.9366,344.9304,0.863304,213.7229,96.93659,148.9304,341.482,172.3407,1.534081,930.8326,0.784016,210
0.669897,0.562552,0.817935,32968,186.4728,324.3123,0.83605,204.8808,86.47282,130.3123,305.8392,167.7996,-1.35915,858.1636,0.813944,210
0.645168,0.542042,0.817559,39798,348.6499,340.7308,0.860691,225.1053,113.6499,145.7308,348.9097,177.6393,1.280152,960.5483,0.831516,210
0.634701,0.565548,0.850067,34606,207.6472,347.9342,0.88058,209.9089,96.64717,168.9342,330.7211,156.7279,1.019378,876.8915,0.838425,210
0.668152,0.512138,0.787242,37980,315.3408,328.4897,0.823665,219.9037,151.3408,102.4897,329.1224,186.6377,-0.04109,965.3595,0.81043,210
0.66792,0.559137,0.806241,35960,237.0681,308.1942,0.832963,213.9759,105.0681,109.1942,320.3617,177.2655,-0.82099,898.992,0.813188,210
0.603576,0.460324,0.732287,32834,174.7042,341.2969,0.86747,204.464,78.70424,155.2969,338.7543,168.5265,1.469294,946.7494,0.767185,210
0.66255,0.50245,0.830596,33574,349.1859,350.3728,0.848931,206.7553,108.1859,157.3728,312.0598,164.9246,-1.28181,916.3473,0.841791,210
0.67409,0.464392,0.814354,34615,279.9873,294.0332,0.829851,209.9361,144.9873,87.03319,311.4363,173.7768,0.200723,967.8204,0.820455,210
0.647114,0.565257,0.816836,34874,329.5572,343.8549,0.858593,210.7201,94.55721,126.8549,325.6304,166.9369,-1.1131,880.5067,0.821512,210
0.693796,0.561064,0.83121,33392,238.7142,326.7382,0.815257,206.1941,97.71418,109.7382,297.1971,172.1065,-0.94387,864.8082,0.847986,210
0.634934,0.536955,0.825909,36888,175.4554,364.4651,0.872778,216.7193,87.45535,166.4651,341.326,166.6071,1.235008,929.1341,0.842692,210
0.656803,0.53537,0.788855,40770,196.4205,318.3352,0.837227,227.8376,125.4205,146.3352,346.8887,189.6982,1.292791,978.2468,0.801896,210
0.644418,0.555542,0.833831,33260,180.0356,338.4335,0.867159,205.7862,121.0356,152.4335,319.3366,159.0398,-1.09933,867.3768,0.833104,210
0.610579,0.508545,0.761631,28866,293.6614,365.1066,0.872012,191.7116,86.66137,139.1066,313.9831,153.6901,1.017967,844.5656,0.779741,210
0.664203,0.546076,0.773603,40255,219.932,360.1833,0.821455,226.394,121.932,164.1833,340.8508,194.3781,-1.29949,962.4722,0.806568,210
0.635855,0.530729,0.782537,36002,155.1746,343.6245,0.856186,214.1008,83.17463,160.6245,336.7133,173.9689,1.467132,923.2763,0.796152,210
0.622441,0.517602,0.758825,34620,339.2633,361.3127,0.859837,209.9513,84.26334,152.3127,337.3034,172.2165,-1.47945,916.791,0.792347,210
0.639367,0.567342,0.809721,37500,191.9633,338.8269,0.863205,218.5097,113.9633,149.8269,341.7593,172.5382,0.755915,911.3768,0.823778,210
0.654946,0.503643,0.754395,28829,187.819,319.0006,0.82261,191.5887,104.819,137.0006,292.5261,166.3322,0.602551,848.1219,0.772254,210
0.638353,0.49748,0.784808,36434,323.7579,321.0097,0.854635,215.3815,136.7579,127.0097,337.4019,175.1888,1.083376,959.3351,0.809105,210
0.629306,0.548902,0.819883,31902,362.7495,346.7529,0.875605,201.5413,74.74955,148.7529,320.2595,154.6943,1.541025,854.6072,0.818798,210
0.695493,0.606029,0.852604,32541,285.6034,299.1322,0.823488,203.5497,113.6034,97.1322,292.6696,166.0413,-0.50121,821.4356,0.847422,210
0.688498,0.576533,0.827249,40607,247.4953,284.9803,0.819542,227.3817,144.4953,94.9803,330.2574,189.244,0.120926,940.791,0.831702,210
0.639278,0.570531,0.832707,38919,346.2575,346.4666,0.871284,222.6055,123.2575,136.4666,348.2141,170.8964,1.117316,925.862,0.833722,210
0.670058,0.630996,0.913004,40243,173.081,358.7454,0.870731,226.3603,90.08098,157.7454,337.8218,166.127,1.42136,895.2346,0.892227,210
0.643957,0.565099,0.828579,32064,361.1676,356.3902,0.865752,202.0524,114.1676,121.3902,313.7667,157.0316,1.142075,844.4062,0.837158,210
0.643167,0.500072,0.784564,32862,193.8342,325.0185,0.849708,204.5512,117.8342,126.0185,318.0376,167.6862,1.144434,908.7321,0.816873,210
0.680354,0.493084,0.824226,41179,319.5166,340.3122,0.827412,228.9776,119.5166,140.3122,336.5567,189.0086,1.26477,1024.431,0.84442,210
0.646768,0.464323,0.766081,36856,246.5277,360.2126,0.837761,216.6253,106.5277,150.2126,334.9352,182.887,-1.5415,998.7321,0.774481,210
0.646368,0.521958,0.791491,34055,355.7472,324.3619,0.849335,208.2311,112.7472,136.3619,322.1555,170.0511,1.400293,905.4773,0.801219,210
0.697179,0.617324,0.859006,32326,253.1696,297.4203,0.824516,202.8762,126.1696,86.42028,290.9958,164.6566,-0.06803,811.193,0.852614,210
0.694461,0.588304,0.842682,37243,299.9125,295.4495,0.820037,217.7596,138.9125,90.44945,313.5666,179.4574,-0.1015,891.9209,0.843575,210
0.664366,0.580555,0.813896,34570,321.2728,345.2953,0.84018,209.7996,95.27281,152.2953,315.7895,171.2548,-1.51954,865.0336,0.829653,210
0.686487,0.564854,0.835981,35919,170.6043,337.314,0.825962,213.8539,91.60428,154.314,311.5192,175.6115,1.27185,893.9209,0.833871,210
0.713763,0.540441,0.80207,45682,319.8422,304.4653,0.772365,241.1724,169.8422,111.4653,337.8887,214.6196,0.502931,1030.632,0.826659,210
0.642837,0.541548,0.814951,33771,246.8212,358.2773,0.861903,207.361,81.82121,151.2773,322.5716,163.5673,1.535597,885.2346,0.81875,210
0.617494,0.521219,0.774089,31160,156.0084,318.4064,0.870269,199.1837,81.00841,131.4064,322.5681,158.8896,-1.4224,866.7494,0.480434,210
0.635222,0.525317,0.792215,33215,371.3091,345.337,0.860565,205.6469,96.30911,147.337,323.74,164.8941,-1.38664,891.3768,0.810656,210
0.628561,0.504474,0.754993,37982,242.7558,366.7166,0.852148,219.9095,96.75583,130.7166,349.862,183.0831,-1.11991,972.6905,0.776331,210
0.70274,0.560796,0.833658,33526,168.5172,330.7814,0.805658,206.6074,91.51724,139.7814,294.0028,174.1616,1.186685,866.7494,0.844143,210
